0,1,2,3,4,5,6,7,8,9
3.8268878,2.7057006,24.553099,3.9227502,3.227044,1.7752353,10.765455,14.539994,5.5364146,13.600179
2.3007693,5.926163,3.240838,3.4747229,1.1996486,0.048823465,1.5038012,13.490043,8.746959,5.896659
4.1434507,0.21386525,13.538314,6.093103,9.683625,14.109623,8.527569,5.486442,3.5061603,5.0175834
8.196446,21.056025,4.45226,29.514675,6.833488,26.551573,14.226479,12.878933,8.396792,17.229172
0.0,15.193951,8.761502,2.2165945,6.5419645,5.503578,0.75647837,14.181545,9.943942,4.117024
5.670592,10.636466,19.536606,7.0858583,11.741961,16.786427,14.147301,15.831934,3.4855611,9.288985
3.364354,23.488537,16.991577,6.412316,11.96818,13.758141,3.8887906,13.514707,6.350229,3.8290722
1.2048753,39.474205,30.184961,53.399944,3.471465,6.3954973,14.870308,3.007663,6.354808,8.307835
1.0596564,13.999502,3.687696,12.123127,4.5974903,5.7986937,22.02776,22.206327,9.179998,1.0849798
1.0284965,32.87331,29.73418,46.03773,4.5600867,4.3837433,11.814384,3.1872451,6.0130334,4.389856
19.619707,7.103977,7.3370605,11.164636,3.6444826,15.5670805,13.294195,15.985673,7.354196,7.3120008
12.77215,10.988345,25.766117,11.285406,19.525984,17.76108,10.900164,23.624031,4.5497313,19.383589
0.0,42.60479,33.52479,54.668526,2.4699273,3.2778788,17.335606,1.0069419,7.3749156,5.3790255
0.0,41.324966,34.086674,52.794064,1.8074306,4.350592,18.006678,1.3943951,7.400482,3.755634
7.7962747,12.8869915,26.327366,30.085527,9.961645,23.456337,9.782192,13.775896,10.743551,14.823453
2.7282815,21.938274,7.0318747,23.92293,11.095387,18.57856,11.662828,11.092828,11.220557,18.619947
0.0,6.5468917,0.50108856,13.888088,3.67954,4.437198,0.0,3.2857175,0.0,3.9892466
9.234988,3.0062237,2.8403838,0.91968775,9.510057,7.8390765,0.0,7.2814007,8.704826,5.0536313
9.927257,3.0133467,8.456703,4.6192217,13.560624,5.302924,12.564917,23.807823,2.9185088,17.414978
1.5375274,21.677826,29.230371,24.343813,3.961482,0.0,4.249289,2.935607,2.309534,6.4351206
