45.573864,36.149197,97.741066,0.0
81.45758,26.306053,160.05074,0.0
108.12545,38.5897,141.18442,0.0
59.044724,97.786354,194.61014,0.0
124.89106,10.462957,150.0137,0.0
104.47442,58.916145,131.21156,0.0
79.47791,36.64697,199.06364,0.0
36.903942,37.72834,85.821144,0.0
41.461,0.0,90.44427,0.0
27.400517,106.63948,129.35614,0.0
118.96134,124.112854,219.05727,0.0
57.861443,27.613188,84.26667,0.0
129.98198,110.00697,180.4051,0.0
116.0243,119.18783,198.42955,0.0
111.219955,28.743633,182.65007,0.0
129.03473,73.29472,146.18605,0.0
130.5452,90.021706,172.34187,0.0
135.05394,117.92211,192.09001,0.0
97.03312,0.0,131.48183,0.0
121.64839,6.320784,175.24321,0.0
53.38789,0.0,82.98999,0.0
128.4029,16.596268,191.95868,0.0
59.383904,0.0,98.7231,0.0
102.45843,73.0246,168.50949,0.0
41.10644,98.00573,141.7474,0.0
78.158775,61.15957,206.55986,0.0
22.12059,108.77393,126.240616,0.0
101.97158,77.53777,169.47934,0.0
100.84685,65.332436,163.9033,0.0
95.3866,98.54736,135.48132,0.0
80.301445,45.333214,76.05716,0.0
72.84485,0.0,111.44629,0.0
92.70286,13.822231,160.14331,0.0
26.635315,69.48751,105.14742,0.0
86.09386,0.0,123.4733,0.0
115.42599,72.50871,153.43996,0.0
45.285465,0.0,98.746864,0.0
83.908875,96.58135,194.33725,0.0
92.55146,50.0119,154.1401,0.0
126.30746,0.0,167.85445,0.0
109.45771,3.742474,142.4646,0.0
42.843513,0.0,92.45536,0.0
33.670097,99.83578,134.0438,0.0
102.93942,74.61171,151.6017,0.0
117.87366,52.010563,151.99284,0.0
65.9956,114.18169,122.51627,0.0
133.129,75.92171,160.57184,0.0
121.79626,0.0,155.01546,0.0
39.09134,0.0,100.11806,0.0
122.852554,65.69258,172.1438,0.0
111.01293,80.756935,160.01329,0.0
140.14656,33.326027,137.69899,0.0
31.296358,96.32147,130.0467,0.0
