0,1,2,3,4,5,6,7,8,9
2.5482426,4.905107,15.420049,12.509506,20.06298,5.1654572,20.111717,3.4671676,16.597994,9.415466
3.2233586,4.8550606,1.5622826,4.828386,10.261867,0.0,0.0,5.312085,7.252077,5.9058623
7.7787285,0.0,12.610359,11.39464,3.7620542,8.364382,9.688671,5.3074884,14.132323,3.244501
21.77449,15.437145,27.327183,15.546566,12.749198,16.763863,2.3852806,33.599293,19.781313,8.7466545
11.938134,9.8333025,0.0,8.465542,12.973338,1.1768571,11.251122,15.972288,16.012884,5.0173
15.286187,10.511697,19.62021,16.261093,10.60638,14.3395,20.819197,14.102462,25.466576,10.256802
20.602875,13.805239,7.048263,11.194567,12.4513445,13.342591,22.341976,20.48576,21.258873,6.179213
8.973729,15.332254,21.27234,13.139212,33.76434,43.01976,14.067253,52.90298,5.5705056,3.4137895
5.7873144,18.262056,4.5196724,5.730299,6.4121037,13.4422245,7.3624377,23.913506,24.704567,20.442179
6.8449807,13.019811,16.279242,11.53946,30.908356,42.465652,12.384193,45.013416,7.31649,3.426798
13.059016,14.186322,22.702354,4.5248256,14.637339,17.675701,3.8236735,7.1679,19.287016,12.880503
25.792381,14.027667,21.510235,29.662037,17.648415,17.280142,26.395475,10.78271,23.306612,17.940287
2.3643992,16.149359,17.59663,9.090791,32.55935,43.01632,12.461268,54.004417,3.2496474,2.3387878
2.2546918,15.910866,18.117971,7.300075,32.20187,43.22786,12.656969,52.151386,5.738397,2.8900805
24.177485,2.5837839,28.069117,22.522375,26.114689,22.480902,14.771267,25.832087,23.960106,8.240235
15.336396,14.109575,18.883495,19.696167,12.127914,7.1049843,6.09437,32.32844,13.854026,6.5896826
8.663926,1.61426,4.310227,10.399335,6.558698,11.605662,0.0,17.423595,4.838623,3.6489031
8.869239,8.842999,0.39061326,8.109835,2.351322,6.9985247,0.0,0.0,6.6067657,0.0
14.351849,11.42538,13.962344,17.180164,8.667001,5.3893495,13.959047,4.1295643,13.708266,26.438232
3.4069984,7.2320313,9.70552,12.470865,25.984947,26.171173,18.41742,23.348156,2.908376,5.0127025
10.940689,0.0,14.209761,19.894728,22.140392,23.058376,16.479156,20.472979,12.204079,0.88675785
12.047993,7.295508,14.851142,16.123058,7.0514026,13.775587,7.6678433,4.9976206,9.36471,8.3077345
20.046398,16.10866,30.551514,11.973299,10.716081,18.716719,2.8588686,25.550676,18.045935,7.3032312
5.4621654,0.6250702,11.173067,5.0938797,0.0,13.097766,0.0,13.071104,8.71147,1.921228
11.132737,3.613902,0.21063557,8.909924,10.299474,7.7166934,6.764334,6.039678,8.090051,4.8969727
18.097355,11.634177,25.536583,16.418507,14.901967,17.94064,1.0231997,32.169445,16.001627,4.9180765
8.499024,4.250494,0.21390934,0.0,8.7969675,3.5759635,3.146159,12.156933,16.061321,3.105507
22.475754,5.1639185,29.408531,24.584776,17.815449,21.928118,5.9844522,26.500319,20.072002,5.233926
14.692772,1.6200743,18.075407,19.004509,6.2332616,22.270844,6.583972,15.714499,16.793024,2.7075372
3.7449691,11.596744,15.923112,12.449741,38.026417,41.13375,17.068945,37.872665,3.0445817,1.2754588
10.310306,7.4726224,0.0,6.722574,14.64993,1.584801,8.095857,15.5092325,17.677626,8.545174
7.749516,5.235557,18.841902,15.666034,31.269396,17.442753,33.903866,16.311617,18.96999,2.1526542
14.612205,12.495539,22.07182,12.230857,10.022607,5.7049084,3.4109578,30.143993,10.348757,1.3255434
21.173866,2.6345875,23.87124,15.335592,15.420044,23.798773,6.8006244,24.777042,20.604666,6.2476077
4.611729,17.08869,17.996326,12.776484,33.460297,42.703636,14.278126,54.438995,2.6383917,2.6726615
16.434006,8.847986,7.964595,7.584492,14.521107,10.360762,16.986944,21.560184,21.560574,7.219827
12.511557,10.312646,25.799257,0.0,10.398861,7.8012347,6.927856,24.480206,10.419971,2.4975822
13.333223,15.911037,28.05993,16.350994,9.948491,5.848828,4.533975,21.512218,13.901287,6.587151
1.0739924,0.8553556,9.94489,0.0,7.101686,3.4637864,8.94391,0.0,4.6201854,9.270029
8.866949,5.7088366,11.176884,16.282701,25.171051,16.589006,11.35052,10.023462,9.590355,3.6892908
9.174924,3.5205848,17.800417,13.5622015,7.6953073,6.384225,8.403561,1.517684,15.179857,9.090327
3.9594958,10.448582,1.264263,17.782022,7.274242,6.291494,11.867304,18.899542,6.483917,1.6221584
24.733238,18.195295,36.264584,18.526932,16.123642,17.069412,3.4980183,25.96727,21.066168,7.1226864
14.134432,0.44907448,19.622574,5.321164,0.0,18.424446,3.683712,8.089116,8.836421,0.0
5.7806606,16.403204,18.948816,13.968278,37.885784,45.491745,15.843025,50.939392,2.796095,2.4141958
21.896093,11.424276,5.1573954,10.965774,18.045115,9.98215,19.533468,18.915768,21.506433,10.316691
17.850939,18.63526,32.47499,3.737706,11.918613,14.922561,6.1022716,12.353394,15.962386,10.475449
21.946688,18.863688,35.3619,6.4460964,15.629801,14.979684,11.067339,23.89446,18.634193,8.695388
0.0,4.4603014,4.411157,0.4422597,6.556876,17.8195,8.476804,8.4474325,0.91903955,2.105746
20.914785,7.0889277,10.024073,20.343983,23.808537,15.986075,32.074444,17.347136,19.212996,7.448406
10.04954,5.591051,25.707523,13.593368,29.04721,11.585199,32.102715,12.647134,19.073942,9.144467
14.420013,10.617103,3.0709445,8.855962,16.080147,4.0716724,9.884692,17.311825,20.508656,10.262614
10.816669,10.848837,14.564209,6.105501,7.45004,8.424675,4.926006,17.41084,13.433285,2.2519796
22.292759,6.6437345,19.936085,27.264845,21.817778,19.104984,25.171858,22.827015,17.246258,7.7506275
10.604328,8.291097,7.107296,14.188589,5.5701647,10.171409,4.86778,15.763925,5.539528,1.9179459
6.8089204,7.289384,16.1767,10.817541,26.821712,24.76994,24.93494,16.738117,9.847213,3.2063692
12.104008,7.3467174,19.504784,13.75791,28.637423,25.558365,26.391596,16.80227,11.811788,4.98059
0.7623306,0.09265025,12.965027,9.233205,6.452232,6.5361977,6.937754,6.875252,6.2207346,4.8186855
15.012866,7.735212,1.0000911,12.73391,13.471615,10.052891,12.056406,0.97297704,15.7882805,19.771276
10.7962675,7.1364565,1.2439035,7.1074977,5.0348706,9.900609,4.807123,1.9072549,2.337323,4.1806355
27.202951,17.96869,39.285717,11.309946,17.586561,17.611504,6.0123715,28.081757,19.34938,3.8296514
10.817498,5.6443315,0.97831666,10.441731,5.9668646,10.071475,2.7159555,3.8692348,3.5692742,2.0829756
3.603009,7.9636536,16.40778,15.899181,5.4146323,0.5057695,9.052449,8.505291,9.499454,11.660775
28.626047,10.9506235,18.534328,33.183945,19.483622,16.27459,30.870815,15.794455,19.810547,14.511997
19.145496,3.381952,20.730455,28.302216,25.285076,19.666246,15.364133,32.280293,19.118343,4.364421
