0,1,2,3,4,5,6,7,8,9
4.2380166,19.837898,6.5221124,4.9760838,6.8124623,0.0,22.422619,16.34251,10.511659,8.303577
0.23667832,12.504301,2.8644242,6.6567345,6.9322186,0.0,6.01042,0.0,6.481887,0.0
8.0294485,5.6323495,7.6186533,5.5511055,7.1321354,0.0,13.342061,3.0277655,2.462987,15.095763
34.225784,14.875979,24.022358,9.810244,31.366035,0.0,10.781681,9.69028,5.163968,14.742642
0.0,8.838334,11.636421,14.314206,13.989286,0.0,10.553952,4.496024,3.0916693,2.6212752
10.492995,12.858339,19.617002,8.797388,14.222799,0.0,18.65562,12.563478,2.3330696,15.596263
6.4058404,6.6723456,21.155611,17.597193,16.189222,0.0,16.934181,10.60039,2.0920563,10.273932
41.953876,21.088493,15.472174,41.697487,26.445202,0.0,13.375309,40.806725,13.255624,12.481148
4.3517714,30.156084,20.893524,13.651043,12.953537,0.0,2.7781823,8.763764,0.45941234,10.844135
34.03873,19.550781,12.93353,39.91291,23.376982,0.0,13.108266,37.407574,12.370146,12.666886
12.428325,17.488232,22.39771,5.777511,13.002079,0.0,7.313344,6.7857003,11.118787,15.333627
16.717377,17.475582,19.917719,7.962453,19.694082,0.0,36.67211,14.712902,5.520872,13.667358
39.587036,20.548912,11.414598,42.607174,25.292427,0.0,10.306196,44.89521,11.288785,10.55886
37.225483,21.191053,12.030833,41.962833,26.075943,0.0,10.514688,45.25493,11.005413,12.422096
29.232876,18.987522,15.740758,18.9385,31.182217,0.0,28.84233,13.157577,13.197331,21.655472
30.099194,11.684579,14.492517,9.590649,26.031626,0.0,11.425801,9.878803,1.0093312,5.477677
12.175729,7.4410453,0.5615378,10.946495,9.308685,0.0,3.980169,0.013073146,0.09912518,4.53644
2.2194092,0.0,7.115185,2.8843417,4.257629,0.0,7.2812376,0.0,7.3727226,4.055883
9.900722,24.031513,20.628021,1.3665339,2.4004812,0.0,22.03432,5.9456973,5.854799,7.630902
21.072866,14.241549,2.5775971,25.165285,15.648455,0.0,22.452465,31.388113,6.3768706,6.8764505
20.656408,9.5312195,1.4440628,16.898415,18.20328,0.0,22.424362,17.043152,10.483258,12.767959
11.320464,8.811821,7.6092806,2.280956,5.8875117,0.0,13.781354,3.5665646,4.3610387,8.260263
30.97771,12.714125,29.22864,9.709271,23.854778,0.0,8.542336,11.220244,8.980558,18.226707
13.186529,4.273753,4.8971534,6.2334867,6.127884,0.0,2.8660336,4.218188,1.2329993,12.706689
4.789752,10.250459,5.396966,9.006665,13.624502,0.0,12.019822,1.1966358,2.4515731,4.378359
33.1541,14.965881,19.94141,15.199056,24.805817,0.0,10.499786,8.415307,8.401878,15.293447
0.0,5.151292,7.2906365,8.183712,16.795088,0.0,4.3062344,4.1153507,1.9035013,5.779517
32.00073,15.55141,16.516706,16.370398,23.44008,0.0,19.572605,6.462535,11.461056,19.359077
21.054914,7.244223,11.287664,12.858257,13.642581,0.0,15.077284,3.7404466,4.045615,20.329424
32.164425,19.11256,6.447256,38.98573,24.219604,0.0,23.086164,43.320755,14.186616,9.868938
0.75756764,16.496576,9.526697,13.53892,16.975508,0.0,10.218827,2.9532924,3.905611,4.536077
11.17589,16.78208,4.669405,15.360241,16.958199,0.0,30.150223,27.228382,8.9251585,12.60461
28.39448,5.005372,13.430734,6.5266304,24.39262,0.0,6.910879,9.832949,3.0733562,6.3036747
26.10531,12.427061,14.938158,14.360377,25.75445,0.0,17.652494,9.516623,5.9182887,20.659765
41.24507,20.9348,12.357517,42.983654,24.696331,0.0,12.381502,43.652184,12.1912565,9.430212
6.93938,11.675287,17.382101,17.313139,20.32845,0.0,12.680246,9.849426,1.6624372,11.200959
17.856897,4.560473,13.734421,2.8155832,21.531012,0.0,0.0,16.128138,3.9204588,10.256323
27.076366,11.6740465,17.21275,1.0510638,22.783314,0.0,11.09177,11.437007,8.115562,8.092311
0.8762427,8.511049,2.1787302,0.0,2.8382854,0.0,10.9607115,6.3248982,5.3794575,8.268942
15.03688,18.326838,5.640976,17.192585,14.93812,0.0,24.776478,11.764843,15.483031,9.4169655
8.228502,12.64702,10.873004,1.9015912,9.530252,0.0,17.33369,4.2327504,4.903454,15.825601
6.6924443,8.252087,2.969741,13.196611,1.3652817,0.0,6.6531982,6.4748173,1.0400021,0.08516592
33.569553,14.810442,30.210796,8.739296,28.377388,0.0,13.671548,11.588103,14.64792,18.294598
