0,1,2,3,4,5,6,7,8,9
5.8646336,16.088697,19.757437,6.59977,7.217988,0.0,22.76029,8.541125,17.769587,2.9837265
3.1855867,6.781474,4.764137,0.0,0.0,0.0,7.33212,9.529924,0.084017836,11.444162
1.073103,11.192855,4.1008506,13.591848,16.112642,0.6768875,8.421601,4.7405972,8.286001,7.6133237
34.484486,27.157957,4.385426,41.04594,12.03499,4.5630765,15.914809,11.458233,18.91104,18.107996
9.237306,7.7375503,4.9875865,0.2987029,4.395546,0.0,12.397565,4.3985977,10.858635,20.504234
12.435992,12.921932,11.078425,17.064894,15.830558,0.0,23.898499,6.5316815,17.129824,12.794236
14.590059,11.805385,9.6199465,8.266071,11.08835,0.9654075,15.547561,1.5544648,15.954732,24.310951
42.207245,47.94405,23.739223,9.647261,17.163074,8.820731,6.8210607,7.60305,27.285534,20.689478
20.331997,13.576159,1.4396504,1.334499,7.512122,0.0,24.302073,19.096823,9.887631,6.566118
32.327354,43.48817,20.095966,5.943487,14.729337,6.2675586,6.0330977,5.8813887,24.54803,18.047693
12.99625,17.30337,5.228472,16.801813,5.594823,3.287452,16.638536,10.973848,0.2104019,9.404487
10.049334,17.292818,19.904583,30.831554,9.980388,0.48528913,25.672998,12.289521,26.312098,18.667973
42.846985,48.26339,22.750593,2.9838877,16.422638,5.643896,5.4026055,6.439917,26.740883,16.59899
41.55046,48.12778,21.367174,2.8720877,17.2327,4.6165605,7.420535,5.836822,26.11882,16.218319
20.22883,41.388092,15.566057,37.48831,20.33395,9.196862,17.330278,13.287831,25.078436,26.668764
31.80876,22.202946,8.644406,33.498848,11.619299,4.0939713,13.283648,14.049361,24.94724,18.028194
8.091942,10.220446,0.0,11.365872,3.673413,0.08893104,0.0,6.722137,10.905446,7.7245216
0.015606061,0.0,0.0,6.161688,2.5811124,0.0,2.054145,0.105979994,1.6461802,10.09858
7.9336877,9.20101,16.992115,16.48487,7.012775,0.0,23.44448,22.971512,6.0622587,10.889715
15.680874,28.932959,21.469612,4.308159,7.3675113,0.0,7.2361608,2.0635476,24.356712,9.13315
11.416463,29.604626,16.312551,21.010529,9.082969,3.3466823,4.219271,2.0856814,22.053972,12.401654
